data_pesquisa,id_empresa,rede,endereco_completo,codigo_categoria,id_produto,descricao,preco_regular,bairro,categoria
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,2048,BACON SUÍNO -FRIGONOVAK -1 KG,34.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,2055,LINGUIÇA CALABRESA -FRIGONOVAK -1 KG,34.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7891000352175,ACHOCOLATADO EM PÓ POTE -NESCAU -370 GR,8.75,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7891962015620,BOLINHO RECHEADO SABORES  -BAUDUCCO -40 GR,2.69,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7896016700149,CAFÉ A VÁCUO EXTRA FORTE -ALVORADA -500 GR,26.99,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",4.0,7896096500103,PÃO BISNAGUINHA  -NINO -300 GR,5.99,Sítio Cercado,Padaria
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,7896275900953,PRESUNTO COZIDO FATIADO   -FRIMESA -200 GR,9.49,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,7896275921101,BANHA SUÍNA USO CULINÁRIO -FRIMESA -450 GR,7.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7896931614149,"SUCO INTEGRAL SABORES -CAMPO LARGO -1,35 ML",16.98,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7622210571601,PÓ P/ REFRESCO -TANG -18 GR,1.19,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,111114,"ÁGUA MINERAL -( + ) BARATO -1,5 LITRO",2.95,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,111134,CAFÉ A VÁCUO -( + ) BARATO -500 GR,26.99,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,111138,ERVA MATE  -( + ) BARATO -1 KG,17.98,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",3.0,333338,POLPA CONGELADA   -( + ) BARATO -100 GR,3.99,Sítio Cercado,Higiene
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555554,CARNE BOVINA ALCATRA COM MAMINHA S/ OSSO -( + ) BARATO -1 KG,0.0,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555556,CARNE BOVINA CONTRA FILE C/ OSSO -( + ) BARATO -1 KG,36.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555557,CARNE BOVINA CONTRA FILE S/ OSSO -( + ) BARATO -1 KG,49.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555558,CARNE BOVINA COSTELA PONTA -( + ) BARATO -1 KG,0.0,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555559,CARNE BOVINA COSTELA RIPA -( + ) BARATO -1 KG,28.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555560,CARNE BOVINA COXÃO MOLE S/ OSSO (PEDAÇO) -( + ) BARATO -1 KG,46.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555561,CARNE BOVINA FILE MIGNON S/ OSSO -( + ) BARATO -1 KG,59.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555562,CARNE BOVINA FRALDINHA S/ OSSO -( + ) BARATO -1 KG,39.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555563,CARNE BOVINA MOÍDA DE 1º  -( + ) BARATO -1 KG,37.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555564,CARNE BOVINA MUSCULO C/ OSSO -( + ) BARATO -1 KG,26.45,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555565,CARNE BOVINA PATINHO S/ OSSO ( PEDAÇO ) -( + ) BARATO -1 KG,45.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555566,CARNE BOVINA PICANHA -( + ) BARATO -1 KG,69.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555567,CARNE BOVINA POSTA BRANCA S/ OSSO ( PEDAÇO ) -( + ) BARATO -1 KG,42.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555568,CARNE BOVINA POSTA VERMELHA S/ OSSO (PEDAÇO) -( + ) BARATO -1 KG,0.0,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555569,CORAÇÃO DE GALINHA -( + ) BARATO -1 KG,29.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555571,COXA E SOBRECOXA CONGELADA  -( + ) BARATO -1 KG,9.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555572,COXINHAS DA ASA CONGELADA  -( + ) BARATO -1 KG,0.0,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555574,FILÉ DE PEITO DE FRANGO S/OSSO  -( + ) BARATO -1 KG,19.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555575,FRANGO CONGELADO  -( + ) BARATO -1 KG,10.75,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555585,PRESUNTO COZIDO FATIADO  -( + ) BARATO -200 GR,9.49,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555587,SALSICHÃO  -( + ) BARATO -500 GR,7.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888881,ABACATE -1 KG,7.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888882,ABACAXI PEROLA -1 UN,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888883,ABOBORA KABOTIA -1 KG,3.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888884,ABOBORA MENINA -1 KG,4.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888885,ABOBORA MORANGA -1 KG,2.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888886,ABOBRINHA VERDE -1 KG,6.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888887,ACELGA -1 MC/CX,6.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888888,AGRIÃO -1 MC/CX,3.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888890,ALFACE CRESPA -1 PC/UN,3.95,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888892,ALHO A GRANEL ATENÇÃO -100 GR,3.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888894,BANANA CATURRA -1 KG,3.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888896,BANANA PRATA -1 KG,5.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888898,BATATA DOCE -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888899,BATATA MONALISA -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888901,BERINJELA -1 KG,6.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888902,BETERRABA -1 KG,3.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888903,BRÓCOLIS -1 UN,5.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888905,CAQUI FUYU -1 KG,6.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888906,CEBOLA -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888908,CEBOLA ROXA -1 KG,6.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888910,CENOURA -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888912,CHUCHU -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888913,COUVE FLOR -1 UN,6.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888914,COUVE MANTEIGA -1 MC/CX,4.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888916,GENGIBRE -1 KG,14.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888921,LARANJA BAHIA -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888923,LARANJA PERA -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888924,LIMÃO ROSA -1 KG,2.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888925,LIMÃO TAITI -1 KG,4.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888926,MAÇÃ FUJI -1 KG,9.95,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888927,MAÇÃ GALA -1 KG,9.95,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888929,MAMÃO FORMOSA -1 KG,8.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888931,MANGA PALMER -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888932,MANGA TOMY -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888933,MARACUJÁ -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888934,MELANCIA -1 KG,3.49,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888935,MELÃO AMARELO -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888936,MILHO VERDE ( ESPIGA ) -1 BJ,6.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888938,MORANGO -250 GR,16.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888940,PEPINO -1 KG,6.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888941,PEPINO JAPONÊS -1 KG,5.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888944,PIMENTÃO VERDE -1 KG,14.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888945,PIMENTÃO VERMELHO -1 KG,19.95,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888946,PINHÃO -1 KG,12.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888947,PONKAN -1 KG,5.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888948,QUIABO -1 KG,19.75,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888949,RABANETE -1 MC/CX,5.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888950,REPOLHO ROXO -1 UN,5.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888951,REPOLHO VERDE -1 UN,4.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888952,RÚCULA -1 MC/CX,4.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888953,SALSA -1 MC/CX,2.99,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888956,TOMATE LONGA VIDA -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888957,TOMATE RASTEIRO -1 KG,0.0,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",8.0,888960,VAGEM -1 KG,22.9,Sítio Cercado,Hortifruti
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,999992,CERVEJA BOHEMIA Lata -350 ML,3.99,Sítio Cercado,Bebidas alcoólicas
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,999998,REFRIGERANTE -( + ) BARATO Pet -2 LITRO,4.99,Sítio Cercado,Bebidas alcoólicas
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,7896275920838,MORTADELA -FRIMESA -200 GR,6.49,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555591,FÍGADO DE FRANGO CONGELADO -( + ) BARATO -1 KG,6.49,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555592,MOELA DE FRANGO MIÚDOS CONGELADOS -( + ) BARATO -1 KG,0.0,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7896100501829,"SUCO INTEGRAL UVA -ALIANÇA -1,5 LITRO",19.89,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555593,BACON -( + ) BARATO -1 KG,29.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555597,OVOS TIPO GRANDE BRANCO -( + ) BARATO -12 Unidades,8.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555595,OVOS TIPO GRANDE BRANCO -( + ) BARATO -20 Unidades,0.0,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555596,OVOS TIPO GRANDE BRANCO -( + ) BARATO -30 Unidades,0.0,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555599,OVOS TIPO GRANDE VERMELHO -( + ) BARATO -12 Unidades,9.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",4.0,444441,PÃO FRANCÊS -( + ) BARATO -1 KG,12.99,Sítio Cercado,Padaria
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",7.0,7891021001946,FILTRO DE PAPEL PARA CAFÉ N103 30 UNIDADES   -MELITTA -1 PCTE,6.99,Sítio Cercado,Utilidades
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7892840819507,ACHOCOLATADO EM PÓ POTE -TODDY -370 GR,9.99,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",3.0,333370,AIPIM CONGELADO  -( + ) BARATO -1 KG,7.99,Sítio Cercado,Higiene
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555583,PERNIL SUÍNO TEMPERADO  -( + ) BARATO -1 KG,0.0,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,111175,SUCO INTEGRAL UVA EMBALAGEM DE VIDRO  -( + ) BARATO -1.5 LITRO,19.89,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,111189,SUCO NÉCTAR MISTO   -( + ) BARATO -1 LITRO,5.69,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555601,HAMBURGUER MISTO  -( + ) BARATO -672 GR,21.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",7.0,777774,FILTRO DE PAPEL PARA CAFÉ N103 30 UNIDADES  -( + ) BARATO -1 PCTE,5.99,Sítio Cercado,Utilidades
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,555553,CARNE BOVINA MOÍDA CONGELADA -( + ) BARATO -500 GR,9.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",5.0,754,FILÉ DE PEITO DE FRANGO S/OSSO  -CANCAO -1 KG,19.99,Sítio Cercado,Açougue
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7891000338087,ACHOCOLATADO EM PÓ SACHÊ -NESCAU -550 GR,15.95,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7896045102440,CAFÉ A VÁCUO -3 CORAÇÕES -500 GR,27.79,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7896089016215,CAFÉ A VÁCUO EXTRA FORTE -CABOCLO -500 GR,28.49,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7891021006934,CAFÉ A VÁCUO EXTRA FORTE -MELITTA -500 GR,29.99,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7896184200076,ERVA MATE A VÁCUO -REGINA -1 KG,17.98,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7891089453671,PEPINO AGRIDOCE FATIADO -LA VIOLETERA -360 GR,16.99,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7896000530325,SUCO NÉCTAR SABORES -MARGUARY -1 LITRO,5.99,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7899767407787,SUCO NÉCTAR SABORES -SUPER SUCO -900 ML,12.95,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7896005403525,SUCO SABORES -DAFRUTA -1 LITRO,5.69,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",1.0,7898341430098,SUCO SABORES -DEL VALLE -1 LITRO,7.99,Sítio Cercado,Alimentos
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",4.0,7891962051338,PÃO DE FORMA TRADICIONAL -VISCONTI -400 GR,6.45,Sítio Cercado,Padaria
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,7896547501154,CACHAÇA -COROTE -500 ML,4.99,Sítio Cercado,Bebidas alcoólicas
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,7898172660107,CACHAÇA -JAMEL -968 ML,17.99,Sítio Cercado,Bebidas alcoólicas
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,7896002100014,CACHAÇA -PIRASSUNUNGA 51 -965 ML,16.9,Sítio Cercado,Bebidas alcoólicas
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,7896050200124,CACHAÇA -VELHO BARREIRO -910 ML,16.99,Sítio Cercado,Bebidas alcoólicas
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,7891991000796,CERVEJA -ANTÁRTICA -350 ML,3.89,Sítio Cercado,Bebidas alcoólicas
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,7891149010509,CERVEJA -BRAHMA -350 ML,3.19,Sítio Cercado,Bebidas alcoólicas
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,7891991010481,CERVEJA -BUDWEISER -350 ML,4.39,Sítio Cercado,Bebidas alcoólicas
2025-07-31,17,Agricer,"Rua Izaac Ferreira da Cruz, 1440 - Pinheirinho - Curitiba/PR",9.0,7897395020101,CERVEJA -ITAIPAVA -350 ML,2.95,Sítio Cercado,Bebidas alcoólicas
